Track,Course Code,Course Title,Course Description,Outcome Type,Period,Outcome Number,Outcome Text
CS Game Development,S-CSGD312,Game Design Principles and Practice,"This course gives an overview of the game development process from ideas to creation. It discourses the history of game development process, exposure to the position and job responsibilities that each member of a game development team has along with the industry requirements ideas in Game Design Document (GDD).",CLO,General,CLO2,demonstrate skills in creating assets using Game Engine and tools
CS Game Development,S-CSGD312,Game Design Principles and Practice,"This course gives an overview of the game development process from ideas to creation. It discourses the history of game development process, exposure to the position and job responsibilities that each member of a game development team has along with the industry requirements ideas in Game Design Document (GDD).",CLO,General,CLO3,develop a simple game with proper game design documentation that follows the game standard
CS Game Development,S-CSGD312,Game Design Principles and Practice,"This course gives an overview of the game development process from ideas to creation. It discourses the history of game development process, exposure to the position and job responsibilities that each member of a game development team has along with the industry requirements ideas in Game Design Document (GDD).",CLO,General,CLO4,apply the game to a real-world problem
CS Game Development,S-CSGD312,Game Design Principles and Practice,"This course gives an overview of the game development process from ideas to creation. It discourses the history of game development process, exposure to the position and job responsibilities that each member of a game development team has along with the industry requirements ideas in Game Design Document (GDD).",CLO,General,CLO5,formulate the optimize design learned and present the expected output that can be achieved by developing game
CS Game Development,S-CSGD426LA,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Midterm,CLO1,understand the basic principles of the computer animation and simulation
CS Game Development,S-CSGD426LA,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Midterm,CLO2,explain the different techniques in 2D and 3D graphics Animation
CS Game Development,S-CSGD426LA,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Final,CLO3,apply skills by applying basic and advance 2D and 3D Graphics Animation
CS Game Development,S-CSGD426LA,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Final,CLO4,apply design and development principles in the construction of software systems of varying complexity
CS Game Development,S-CSGD426LA,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Final,CLO5,demonstrate 21st century skills in all learning activities
CS Game Development,S-CSGD426,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Midterm,CLO1,understand the basic principles of the computer animation and simulation
CS Game Development,S-CSGD426,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Midterm,CLO2,explain the different techniques in 2D and 3D graphics Animation
CS Game Development,S-CSGD426,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Final,CLO3,develop skills by applying basic and advance 2D and 3D Graphics Animation
CS Game Development,S-CSGD426,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Final,CLO4,apply design and development principles in the construction of software systems of varying complexity
CS Game Development,S-CSGD426,Graphics and Animation,"This course covers the main animation algorithms and techniques used in the implementation of interactive 3D Graphics such as in computer games, modelling tools, robotics simulations and virtual reality.",CLO,Final,CLO5,demonstrate 21st century skills in all learning activities
CS Game Development,S-CSGD324LA,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO1,describe and identify the core principles of immersive game world design while being capable of explaining foundational game design concepts
CS Game Development,S-CSGD324LA,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO2,"demonstrate understanding of game logic, mechanics and gameplay design"
CS Game Development,S-CSGD324LA,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO3,"breakdown and categorize game ideas while analyzing feasibility of mechanics, illustrate and blueprint a game prototype"
CS Game Development,S-CSGD324LA,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO4,"determine and evaluate the use of animations, timelines and UI elements for game design"
CS Game Development,S-CSGD324LA,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Final,CLO5,"assess and interpret how games can address social and environmental issues, evaluating existing games and creating new games that impact culture, inclusivity, and ethical considerations"
CS Game Development,S-CSGD324LA,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Final,CLO6,"design, develop, and synthesize all learned concepts into a fully functional game prototype"
CS Game Development,S-CSGD324,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO1,describe and identify the core principles of immersive game world design while being capable of explaining foundational game design concepts
CS Game Development,S-CSGD324,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO2,"demonstrate understanding of game logic, mechanics and gameplay design"
CS Game Development,S-CSGD324,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO3,"breakdown and categorize game ideas while analyzing feasibility of mechanics, illustrate and blueprint a game prototype"
CS Game Development,S-CSGD324,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Midterm,CLO4,"determine and evaluate the use of animations, timelines and UI elements for game design"
CS Game Development,S-CSGD324,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Final,CLO5,"assess and interpret how games can address social and environmental issues, evaluating existing games and creating new games that impact culture, inclusivity, and ethical considerations"
CS Game Development,S-CSGD324,Immersive Game Development,"This course provides an in-depth exploration of game development using Unity, equipping students with the skills to design, prototype, and build interactive experiences.",CLO,Final,CLO6,"design, develop, and synthesize all learned concepts into a fully functional game prototype"
CS Game Development,S-CSGD323,Computer Animation and Simulation,"This course introduces the essential workflows and techniques for creating 3D computer graphics, focusing on applications in architecture, product design, robotics simulations, and computer games.",CLO,Midterm,CLO1,"identify key components of 3D modeling, animation, and simulation in Autodesk Maya and other industry-standard tools"
CS Game Development,S-CSGD323,Computer Animation and Simulation,"This course introduces the essential workflows and techniques for creating 3D computer graphics, focusing on applications in architecture, product design, robotics simulations, and computer games.",CLO,Midterm,CLO2,"utilize industry-standard workflows for modeling, texturing, lighting, and rendering while applying best practices for asset optimization, file management, and interoperability across 3D software platforms"
CS Game Development,S-CSGD323,Computer Animation and Simulation,"This course introduces the essential workflows and techniques for creating 3D computer graphics, focusing on applications in architecture, product design, robotics simulations, and computer games.",CLO,Midterm,CLO3,"examine ethical considerations, teamwork, and professional standards in 3D production"
CS Game Development,S-CSGD323,Computer Animation and Simulation,"This course introduces the essential workflows and techniques for creating 3D computer graphics, focusing on applications in architecture, product design, robotics simulations, and computer games.",CLO,Final,CLO4,"develop 3D assets and animations applicable to architecture, product development, robotics, and game design"
CS Game Development,S-CSGD323,Computer Animation and Simulation,"This course introduces the essential workflows and techniques for creating 3D computer graphics, focusing on applications in architecture, product design, robotics simulations, and computer games.",CLO,Final,CLO5,assess the impact of resource-efficient modeling techniques and promote responsible use of computational and material resources
CS Game Development,S-CSGD323,Computer Animation and Simulation,"This course introduces the essential workflows and techniques for creating 3D computer graphics, focusing on applications in architecture, product design, robotics simulations, and computer games.",CLO,Final,CLO6,"construct a fully animated scene utilizing self-created 3D models, demonstrating proficiency in animation principles, rigging, rendering, and editing"
CS Game Development,S-CSTH321,Thesis 1,"This course improves your understanding of the various methods of research, some basic statistical designs and procedures, and the different parts of a thesis, including field and laboratory performance.",CLO,Midterm,CLO1,"understand the latest concepts in systems design, software engineering and current technologies"
CS Game Development,S-CSTH321,Thesis 1,"This course improves your understanding of the various methods of research, some basic statistical designs and procedures, and the different parts of a thesis, including field and laboratory performance.",CLO,Midterm,CLO2,investigate and evaluate prominent literature connected to the research topic
CS Game Development,S-CSTH321,Thesis 1,"This course improves your understanding of the various methods of research, some basic statistical designs and procedures, and the different parts of a thesis, including field and laboratory performance.",CLO,Midterm,CLO3,"define the scope of the project, planning and scheduling the collaborative efforts of the team, and documenting the effort via oral and written proposals"
CS Game Development,S-CSTH321,Thesis 1,"This course improves your understanding of the various methods of research, some basic statistical designs and procedures, and the different parts of a thesis, including field and laboratory performance.",CLO,Final,CLO4,"demonstrate that they can function, communicate, collaborate and continue to learn effectively as ethically and socially responsible CS professionals"
CS Game Development,S-CSTH321,Thesis 1,"This course improves your understanding of the various methods of research, some basic statistical designs and procedures, and the different parts of a thesis, including field and laboratory performance.",CLO,Final,CLO5,develop skills to communicate with and balance the interests of multiple stakeholders (both technical and non-technical) on a project
CS Game Development,S-CSTH321,Thesis 1,"This course improves your understanding of the various methods of research, some basic statistical designs and procedures, and the different parts of a thesis, including field and laboratory performance.",CLO,Final,CLO6,present to the assigned panelists the software for applications with the necessary documentation
CS Game Development,S-CSGD311,Introduction to Game Programming,This course teaches students effective and structured procedures used to design and develop game software.,CLO,General,CLO1,demonstrate the appropriate technical skills by applying basic and advance program codes in designing a game
CS Game Development,S-CSGD311,Introduction to Game Programming,This course teaches students effective and structured procedures used to design and develop game software.,CLO,General,CLO2,apply the fundamentals of game development by developing a mobile game application
CS Game Development,S-CSGD311,Introduction to Game Programming,This course teaches students effective and structured procedures used to design and develop game software.,CLO,General,CLO3,develop an appreciation in designing game
CS Game Development,S-CSGD311,Introduction to Game Programming,This course teaches students effective and structured procedures used to design and develop game software.,CLO,General,CLO4,apply the game to a real-world problem
CS Game Development,S-CSGD311,Introduction to Game Programming,This course teaches students effective and structured procedures used to design and develop game software.,CLO,General,CLO5,formulate the optimize design learned and report on the expected accuracy that can be achieved by developing game
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,"This course deals with equipping the students with the skills in developing quality software which covers topics such as concepts of software engineering, use of software engineering paradigms as applied to software development, planning, and managing software projects, software development life cycle and various software processing models.",CLO,General,CLO 1,"understand software engineering concepts by identifying the characteristics, application, life cycle of software and design principles and techniques"
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 2,apply the most appropriate software process model
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 3,analyze agile software development methods
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 4,evaluate software requirements and appraise the processes involved in discovering and documenting these requirements
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 5,examine different system models that may be developed as part of requirements engineering and system design processes
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 6,"create research by developing quality software, applying the concepts learned, and write a technical paper about it"
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,CLO,General,CLO 7,demonstrate 21st century skills in all learning activities
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 1,Describe what software engineering is and why it is important.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 2,Recognize that the development of different types of software system may require different software engineering techniques.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 3,Identify ethical and professional issues that are important for software engineers.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 4,"Describe the four systems, of different types, which are used as examples throughout the book."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 5,Define the concepts of software processes and software process models.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 6,Discuss the three general software process models and when they might be used.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 7,"Explain the fundamental process activities of software requirements engineering, software development, testing, and evolution."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 8,Recognize why processes should be organized to cope with changes in the software requirements and design.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 9,Identify the notion of software process improvement and the factors that affect software process quality.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 10,"Compare the rationale for agile software development methods, the agile manifesto, and the differences between agile and plan-driven development."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 11,"Distinguish about important agile development practices such as user stories, refactoring, pair programming and test-first development."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 12,Relate the Scrum approach to agile project management.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 13,Organize the issues of scaling agile development methods and combining agile approaches with plandriven- approaches in the development of large software systems.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 14,Evaluate the concepts of user and system requirements and why these requirements should be written in different ways.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 15,Value the differences between functional and nonfunctional software requirements.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 16,"Appraise the main requirements engineering activities of elicitation, analysis, and validation, and the relationships between these activities."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Midterm,TLO 17,Weigh why requirements management is necessary and how it supports other requirements engineering activities.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 18,Relate how graphical models can be used to represent software systems and why several types of model are needed to fully represent a system.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 19,"Analyze the fundamental system modeling perspectives of context, interaction, structure, and behavior."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 20,Distinguish the principal diagram types in the Unified Modeling Language (UML) and how these diagrams may be used in system modeling.
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 21,"Relate to modeldriven -engineering, where an executable system is automatically generated from structural and behavioral models."
CS Game Development,S-CSSE321LC,SOFTWARE ENGINEERING 1 LABORATORY,This course deals with equipping the students with the skills in developing quality software...,TLO,Finals,TLO 22,"Develop a fully running system as a group project, together with a documentation and defend it in class."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns in the developments of software systems.",CLO,General,CLO 1,evaluate software requirements and appraise the processes involved in discovering and documenting these requirements
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 2,examine different system models that may be developed as part of requirements engineering and system design processes
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 3,analyze the concepts of software architecture and architectural design
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 4,evaluate object-oriented software design using the UML and highlight important implementation concerns
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 5,identify software testing and software testing processes
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 6,"explain why software evolution is such an important part of software engineering and to describe the challenges of maintaining a large base of software systems, developed over many years"
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 7,"discuss software project management and two important management activities, namely, risk management and people management"
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 8,demonstrate 21st century skills in all learning activities
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 1,Evaluate the concepts of user and system requirements and why these requirements should be written in different ways.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 2,Value the differences between functional and non-functional software requirements.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 3,"Appraise the main requirements engineering activities of elicitation, analysis, and validation, and the relationships between these activities."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 4,Weigh why requirements management is necessary and how it supports other requirements engineering activities.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 5,Relate how graphical models can be used to represent software systems and why several types of models are needed to fully represent a system.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 6,"Analyze the fundamental system modeling perspectives of context, interaction, structure, and behavior."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 7,Distinguish the principal diagram types in the Unified Modeling Language (UML) and how these diagrams may be used in system modeling.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 8,"Relate to model-driven engineering, where an executable system is automatically generated from structural and behavioral models."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 9,Distinguish why the architectural design of software is important.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 10,Examine the decisions that must be made about the software architecture during the architectural design process.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 11,"Relate to the idea of Architectural patterns, well-tried ways of organizing software architectures that can be reused in system designs."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 12,Distinguish how Application-Specific Architectural patterns may be used in transaction processing and language processing systems.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 13,"Appraise the most important activities in a general, object-oriented design process."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 14,Select some of the different models that may be used to document an object-oriented design.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 15,Support the idea of design patterns and how these are a way of reusing design knowledge and experience.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Midterm,TLO 16,"Weigh key issues that must be considered when implementing software, including software reuse and open-source development."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 17,Understand the stages of testing from testing during development to acceptance testing by system customers.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 18,Identify techniques that help us choose test cases that are geared to discovering program defects.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 19,"Recognize test-first development, where you design tests before writing code and run these tests automatically."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 20,"Discuss the three distinct types of testing- component testing, system testing, and release testing."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 21,Explain the distinctions between development testing and user testing.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 22,Recognize that software systems must adapt and evolve if they are to remain useful and that software change and evolution should be considered as an integral part of software engineering.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 23,Discuss what is meant by legacy systems and why these systems are important to businesses.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 24,"Describe how legacy systems can be assessed to decide whether they should be scrapped, maintained, reengineered, or replaced."
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 25,Recognize different types of software maintenance and the factors that affect the costs of making changes to legacy software systems.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 26,Define the principal tasks of software project managers.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 27,Explain risk management and some of the risks that can arise in software projects.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 28,Discuss factors that influence personal motivation and what these might mean for software project managers.
CS Game Development,S-CSSE412,Software Engineering 2,"This course focuses on the examination, identification and use of designs patterns...",TLO,Finals,TLO 29,"Recognize key issues that influence team working, such as team composition, organization, and communication."
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,"This course focuses on the examination, identification and use of designs patterns in the developments of software systems.",CLO,General,CLO 1,evaluate software requirements and appraise the processes involved in discovering and documenting these requirements
CS Game Development,S-CSSE412LA,Software Engineering 2 Laboratory,"This course focuses on the examination, identification and use of designs patterns...",CLO,General,CLO 2,examine different system models that may be developed as part of requirements engineering and system design processes
